name,weekend,order,link
이번 생도 잘 부탁해,sun,3,https://comic.naver.com/webtoon/list?titleId=746858&weekday=sun
열렙전사,sun,4,https://comic.naver.com/webtoon/list?titleId=670152&weekday=sun
약한영웅,sun,5,https://comic.naver.com/webtoon/list?titleId=710751&weekday=sun
입학용병,sun,6,https://comic.naver.com/webtoon/list?titleId=758150&weekday=sun
투신전생기,sun,7,https://comic.naver.com/webtoon/list?titleId=774044&weekday=sun
어느날 갑자기 서울은,sun,8,https://comic.naver.com/webtoon/list?titleId=776092&weekday=sun
닥터앤닥터 육아일기,sun,9,https://comic.naver.com/webtoon/list?titleId=732955&weekday=sun
소녀재판,sun,10,https://comic.naver.com/webtoon/list?titleId=743838&weekday=sun
"곱게 키웠더니, 짐승",sun,11,https://comic.naver.com/webtoon/list?titleId=761104&weekday=sun
천하제일인,sun,12,https://comic.naver.com/webtoon/list?titleId=751207&weekday=sun
테러대부활,sun,13,https://comic.naver.com/webtoon/list?titleId=761565&weekday=sun
오로지 너를 이기고 싶어,sun,14,https://comic.naver.com/webtoon/list?titleId=730657&weekday=sun
경자 전성시대,sun,15,https://comic.naver.com/webtoon/list?titleId=769658&weekday=sun
나만 보여!,sun,16,https://comic.naver.com/webtoon/list?titleId=763308&weekday=sun
혀로 만난 사이,sun,17,https://comic.naver.com/webtoon/list?titleId=775725&weekday=sun
살아남은 로맨스,sun,18,https://comic.naver.com/webtoon/list?titleId=764129&weekday=sun
천치전능,sun,19,https://comic.naver.com/webtoon/list?titleId=768473&weekday=sun
내일,sun,20,https://comic.naver.com/webtoon/list?titleId=695796&weekday=sun
마법스크롤 상인 지오,sun,21,https://comic.naver.com/webtoon/list?titleId=655746&weekday=sun
별이삼샵,sun,22,https://comic.naver.com/webtoon/list?titleId=737628&weekday=sun
판사 이한영,sun,23,https://comic.naver.com/webtoon/list?titleId=759567&weekday=sun
사실 마법이었던 거임,sun,24,https://comic.naver.com/webtoon/list?titleId=774865&weekday=sun
구름이 피워낸 꽃,sun,25,https://comic.naver.com/webtoon/list?titleId=727476&weekday=sun
벚꽃이 흩날릴 무렵,sun,26,https://comic.naver.com/webtoon/list?titleId=755982&weekday=sun
예쁜 사나이,sun,27,https://comic.naver.com/webtoon/list?titleId=775657&weekday=sun
AI가 세상을 지배한다면,sun,28,https://comic.naver.com/webtoon/list?titleId=755674&weekday=sun
로어 올림푸스,sun,29,https://comic.naver.com/webtoon/list?titleId=750558&weekday=sun
불순물,sun,30,https://comic.naver.com/webtoon/list?titleId=771910&weekday=sun
강남도깨비,sun,31,https://comic.naver.com/webtoon/list?titleId=733728&weekday=sun
학교정벌,sun,32,https://comic.naver.com/webtoon/list?titleId=739097&weekday=sun
짝사랑의 유서,sun,33,https://comic.naver.com/webtoon/list?titleId=776096&weekday=sun
생존로그,sun,34,https://comic.naver.com/webtoon/list?titleId=773027&weekday=sun
동생친구,sun,35,https://comic.naver.com/webtoon/list?titleId=767874&weekday=sun
평행도시,sun,36,https://comic.naver.com/webtoon/list?titleId=730607&weekday=sun
아르세니아의 마법사,sun,37,https://comic.naver.com/webtoon/list?titleId=741458&weekday=sun
취향 소개소,sun,38,https://comic.naver.com/webtoon/list?titleId=777222&weekday=sun
전설의 화석,sun,39,https://comic.naver.com/webtoon/list?titleId=773473&weekday=sun
거래하실래요?,sun,40,https://comic.naver.com/webtoon/list?titleId=773524&weekday=sun
결혼까지 망상했어!,sun,41,https://comic.naver.com/webtoon/list?titleId=761599&weekday=sun
잉여특공대,sun,42,https://comic.naver.com/webtoon/list?titleId=740387&weekday=sun
황제에게 하트를 심어주세요,sun,43,https://comic.naver.com/webtoon/list?titleId=775318&weekday=sun
사람은 고쳐 쓰는 게 아니야!,sun,44,https://comic.naver.com/webtoon/list?titleId=758664&weekday=sun
다시 또 봄,sun,45,https://comic.naver.com/webtoon/list?titleId=777221&weekday=sun
데빌샷,sun,46,https://comic.naver.com/webtoon/list?titleId=753842&weekday=sun
독신마법사 기숙아파트,sun,47,https://comic.naver.com/webtoon/list?titleId=776143&weekday=sun
굿 리스너,sun,48,https://comic.naver.com/webtoon/list?titleId=771933&weekday=sun
가짜인간,sun,49,https://comic.naver.com/webtoon/list?titleId=766504&weekday=sun
조선여우스캔들,sun,50,https://comic.naver.com/webtoon/list?titleId=758676&weekday=sun
"라커, 오프너",sun,51,https://comic.naver.com/webtoon/list?titleId=761514&weekday=sun
소녀 해미,sun,52,https://comic.naver.com/webtoon/list?titleId=745409&weekday=sun
위험한 신입사원,sun,53,https://comic.naver.com/webtoon/list?titleId=729883&weekday=sun
오늘 밤만 재워줘,sun,54,https://comic.naver.com/webtoon/list?titleId=759641&weekday=sun
호수의 인어,sun,55,https://comic.naver.com/webtoon/list?titleId=771719&weekday=sun
제타,sun,56,https://comic.naver.com/webtoon/list?titleId=773067&weekday=sun
푸른불꽃,sun,57,https://comic.naver.com/webtoon/list?titleId=768467&weekday=sun
데이즈,sun,58,https://comic.naver.com/webtoon/list?titleId=752462&weekday=sun
샤인 스타,sun,59,https://comic.naver.com/webtoon/list?titleId=758665&weekday=sun
호시탐탐,sun,60,https://comic.naver.com/webtoon/list?titleId=758145&weekday=sun
합격시켜주세용,sun,61,https://comic.naver.com/webtoon/list?titleId=728128&weekday=sun
